Concentración ingrediente activo (%),ID_Articulo,Tipo_Articulo,Tienda_Local,Año_Establecimiento,ID_Tienda,Ubicación_Tienda,Tamaño_Tienda,Tipo_Tienda,Visibilidad_Articulo,Peso_articulo,Ventas,Calificacion,Nombre_Producto,Precio_soles
4.11,FDX25051,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01403804,1,53,2.8,kombucha de kión 1 L,14
3.74,FDX50571,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02072626,30,470,3.8,aceite de jojoba 30 ml,20
0.71,FDX35820,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06790641,10,173,3.6,óleo aromático de romero 10 ml,15
2.2,FDX54354,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02587008,14,383,4.3,mascarilla de carbón activado 14 g,10
2.36,FDX63881,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05540859,30,12,2.5,aceite de almendras 30 ml,20
0.59,FDX19942,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05778025,10,357,3.2,óleo aromático de matico 10 ml,15
1.99,FDX92525,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09737273,30,318,3.7,aceite de aguaje 30 ml,30
1.37,FDX55406,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07216247,10,437,3.6,óleo aromático de naranja dulce 10 ml,15
4.67,FDX85224,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06840359,10,238,1.8,óleo aromático de naranja dulce 10 ml,15
4.41,FDX31186,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08434502,120,337,4.7,jabón de sangre de grado 120 g,13
2.79,FDX90652,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02867439,10,369,3.5,óleo aromático de romero 10 ml,15
3.99,FDX83872,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0543583,10,160,1.7,aceite de copaiba 10 ml,12
1.93,FDX60812,cabello,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02339018,50,305,2.9,shampoo sólido de sangre de grado 50 g,28
2.13,FDX17630,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06936472,10,198,3.0,óleo aromático de molle 10 ml,15
3.66,FDX66079,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08058301,1,221,2.4,kombucha de muña 1 L,14
1.73,FDX25106,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06358563,10,167,2.4,óleo aromático de árbol del te 10 ml,20
0.64,FDX83123,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02104545,10,344,3.0,óleo aromático de palo rosa 10 ml,25
4.79,FDX31477,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03311363,120,301,4.5,jabón de sangre de grado 120 g,13
1.74,FDX20552,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01365324,10,96,2.5,óleo aromático de matico 10 ml,15
0.77,FDX78275,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06522116,1,235,1.2,kombucha de jamaica 1 L,14
3.56,FDX78350,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03997984,10,10,2.8,óleo aromático de palo rosa 10 ml,25
4.76,FDX62216,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07987774,1,122,3.8,kombucha de jamaica 1 L,14
2.36,FDX27697,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05201635,10,458,1.8,óleo aromático de palo santo 10 ml,20
2.09,FDX23171,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01603293,50,381,1.7,agua de rosas 50 ml,15
3.34,FDX26582,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0727066,30,156,3.2,aceite de jojoba 30 ml,20
0.63,FDX59008,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03621394,50,293,1.4,tónico egipcio 50 ml,20
2.89,FDX37004,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09416046,100,255,1.7,aceite de jojoba 100 ml,40
2.71,FDX85496,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08233607,330,235,3.2,kombucha de jamaica 330 ml,7
4.98,FDX57798,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.016829,50,259,1.3,agua de rosas 50 ml,15
4.7,FDX96425,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01966533,10,327,2.3,óleo aromático de lavanda 10 ml,20
4.91,FDX28614,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05809495,1,301,1.4,kombucha de muña 1 L,14
1.8,FDX76646,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04491154,1,134,3.5,kombucha de maracuyá 1 L,14
4.78,FDX13160,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01691009,3,398,2.9,3 piezas de madera de palo santo,8
3.53,FDX66561,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01471961,30,31,3.5,aceite de aguaje 30 ml,30
3.26,FDX25597,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02547752,10,88,3.6,aceite de copaiba 10 ml,12
3.92,FDX72971,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08384108,50,262,3.0,agua de rosas 50 ml,15
2.03,FDX43741,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04008269,120,85,1.1,jabón de caléndula 120 g,13
1.65,FDX40395,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08166559,120,148,3.1,jabón de caléndula 120 g,13
3.88,FDX97752,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08978954,1,130,3.9,kombucha de maracuyá 1 L,14
0.93,FDX36108,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0542631,50,245,2.5,tónico egipcio 50 ml,20
4.01,FDX39215,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08228947,50,149,4.7,agua de rosas 50 ml,15
1.13,FDX40671,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05822809,100,20,3.3,aceite de jojoba 100 ml,40
1.01,FDX60889,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09655249,10,478,2.3,óleo aromático de palo rosa 10 ml,25
1.98,FDX33054,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.05505859,10,9,4.9,óleo aromático de menta piperita 10 ml,20
1.16,FDX42925,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02073886,10,85,2.5,aceite de copaiba 10 ml,12
4.1,FDX53154,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07732406,10,68,2.6,aceite de copaiba 10 ml,12
3.94,FDX48728,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08402723,20,315,1.6,bálsamo amazónico de noche 20 g,20
4.63,FDX36610,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07777269,30,374,3.4,aceite de manzanilla 30 ml,30
4.8,FDX28406,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0770805,10,84,3.5,óleo aromático de palo rosa 10 ml,25
4.61,FDX74050,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05651878,10,110,4.2,óleo aromático de romero 10 ml,15
3.4,FDX18537,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01853025,44,140,3.8,sahumerio de plantas medicinales,10
4.65,FDX29267,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05960961,62,108,1.2,pulsera de palo santo,15
4.74,FDX53404,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05018051,19,132,1.6,sahumerio de plantas medicinales,10
2.83,FDX91172,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0899464,1,68,1.5,kéfir de agua de manzana 1 L,14
3.22,FDX36247,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0354708,120,133,5.0,jabón de copaiba y árbol del te 120 g,13
3.29,FDX57001,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09316265,66,230,3.5,incienso de palo santo,12
4.21,FDX54431,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05266233,330,220,2.2,kéfir de agua de manzana 330 ml,7
4.66,FDX19782,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.068341,330,46,3.9,kombucha de maracuyá 330 ml,7
2.84,FDX66400,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07638973,50,274,4.5,agua de rosas 50 ml,15
1.05,FDX91084,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05567924,120,75,1.4,jabón de caléndula 120 g,13
4.1,FDX22871,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03347132,1,348,1.3,kombucha de kión con espirulina 1 L,14
3.19,FDX10152,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04986143,100,385,2.2,aceite de almendras 100 ml,40
1.64,FDX61517,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07249466,10,412,4.5,óleo aromático de lavanda 10 ml,20
1.93,FDX49606,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08916023,10,340,4.4,óleo aromático de matico 10 ml,15
4.3,FDX56240,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07101536,10,422,3.7,óleo aromático de romero 10 ml,15
0.92,FDX55601,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09362569,90,461,3.9,jabón saponificado de manzanilla 90 g,13
0.8,FDX52970,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08106777,10,463,4.5,óleo aromático de hierba luisa 10 ml,15
4.66,FDX13740,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01998697,20,19,4.1,bálsamo amazónico de noche 20 g,20
3.8,FDX92650,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02252432,330,24,2.4,kombucha de maracuyá 330 ml,7
1.91,FDX74949,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01437673,50,58,1.1,tónico de romero 50 ml,15
3.74,FDX70515,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09568969,120,102,1.9,jabón de sangre de grado 120 g,13
0.91,FDX72267,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0358118,100,46,1.9,aceite de almendras 100 ml,40
3.64,FDX87302,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06471045,30,216,4.7,aceite de aguaje 30 ml,30
3.94,FDX40980,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02206718,10,263,2.1,óleo aromático de palo santo 10 ml,20
0.61,FDX37100,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0114763,10,147,3.4,óleo aromático de árbol del te 10 ml,20
0.59,FDX34284,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03617105,10,376,4.5,óleo aromático de romero 10 ml,15
0.79,FDX90103,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03596732,120,222,2.0,jabón de copaiba y árbol del te 120 g,13
4.24,FDX80470,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07473699,1,127,2.6,kombucha de maracuyá 1 L,14
0.99,FDX32608,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06261824,30,357,2.1,aceite de aguaje 30 ml,30
3.62,FDX30735,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01014317,1,212,3.9,kombucha de maracuyá 1 L,14
0.64,FDX48840,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0681704,120,6,4.7,jabón de caléndula 120 g,13
2.49,FDX84539,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06020593,120,204,3.1,jabón de arcilla verde 120 g,13
4.39,FDX48867,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09691049,120,185,2.5,jabón de lavanda 120 g,13
4.93,FDX69805,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04482759,90,137,3.3,jabón saponificado de cacao 90 g,13
1.19,FDX98562,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07221764,100,232,3.5,aceite de jojoba 100 ml,40
1.91,FDX72430,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02196684,14,272,3.3,mascarilla de carbón activado 14 g,10
1.78,FDX42915,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02180343,120,462,3.1,jabón de copaiba y árbol del te 120 g,13
1.49,FDX89792,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07124586,330,427,2.4,kombucha de maracuyá 330 ml,7
4.1,FDX72583,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0638099,10,478,5.0,óleo aromático de hierba luisa 10 ml,15
3.56,FDX99502,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09443665,10,72,3.7,óleo aromático de árbol del te 10 ml,20
3.89,FDX66696,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02447697,90,389,3.2,jabón saponificado de cacao 90 g,13
1.76,FDX47559,cabello,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06082764,50,76,3.0,shampoo sólido de sangre de grado 50 g,28
3.71,FDX76548,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06461519,20,261,1.1,bálsamo amazónico de noche 20 g,20
4.41,FDX86382,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09559565,100,299,4.2,aceite de jojoba 100 ml,40
3.02,FDX28232,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05324103,90,262,1.3,jabón saponificado de eucalipto 90 g,13
4.31,FDX95579,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09293216,68,368,2.9,pulsera de palo santo,15
4.64,FDX41361,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07459927,10,495,1.3,óleo aromático de hierba luisa 10 ml,15
0.73,FDX51174,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06438844,14,220,4.7,mascarilla de carbón activado 14 g,10
3.42,FDX91537,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01184718,10,53,2.2,óleo aromático de muña 10 ml,15
4.4,FDX39300,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02801238,50,493,2.9,tónico de romero 50 ml,15
4.61,FDX75912,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05778314,90,129,1.8,jabón saponificado de cacao 90 g,13
2.18,FDX21659,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01145723,10,427,1.7,óleo aromático de romero 10 ml,15
1.16,FDX85707,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01117623,1,290,4.8,kombucha de maracuyá 1 L,14
4.63,FDX54100,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06403375,30,467,4.8,aceite de almendras 30 ml,20
4.49,FDX38552,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03777286,10,172,4.8,óleo aromático de hierba luisa 10 ml,15
3.7,FDX68119,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05877964,10,216,4.0,óleo aromático de palo santo 10 ml,20
3.49,FDX69257,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05767165,100,85,2.4,aceite de jojoba 100 ml,40
0.58,FDX37436,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07900033,10,378,3.8,óleo aromático de palo rosa 10 ml,25
4.98,FDX96164,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0433721,1,229,1.4,kombucha de muña 1 L,14
2.89,FDX57670,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09260307,30,79,3.3,aceite de aguaje 30 ml,30
2.59,FDX30038,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.05324868,10,299,3.7,aceite de copaiba 10 ml,12
2.01,FDX33949,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01809642,120,406,3.4,jabón de sangre de grado 120 g,13
1.02,FDX66965,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09284756,10,192,4.2,óleo aromático de menta piperita 10 ml,20
3.17,FDX47025,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0873365,1,373,2.5,kéfir de agua de manzana 1 L,14
2.09,FDX77007,cabello,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0929922,50,58,4.9,shampoo sólido de sangre de grado 50 g,28
3.01,FDX98400,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07065182,100,325,4.4,aceite de jojoba 100 ml,40
1.53,FDX72526,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05964612,3,7,3.5,3 piezas de madera de palo santo,8
4.32,FDX22737,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0637419,10,250,4.6,óleo aromático de molle 10 ml,15
2.66,FDX23698,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06152968,30,35,1.5,aceite de pepita de uva 30 ml,22
0.6,FDX85321,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06492782,10,478,1.6,óleo aromático de menta piperita 10 ml,20
3.44,FDX98933,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01039077,10,17,2.4,óleo aromático de naranja dulce 10 ml,15
1.41,FDX18354,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08733423,10,234,2.6,óleo aromático de menta piperita 10 ml,20
3.27,FDX86840,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02158458,30,104,3.3,aceite de pepita de uva 30 ml,22
1.72,FDX56453,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01035091,20,118,4.7,bálsamo amazónico de noche 20 g,20
3.5,FDX35409,otros,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08426714,75,476,4.0,repelente de hierba luisa 75 ml,16
4.14,FDX65985,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08787795,50,75,1.5,agua de rosas 50 ml,15
2.72,FDX98014,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06809117,30,284,3.7,aceite de almendras 30 ml,20
2.25,FDX63897,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05431571,30,449,4.3,aceite de pepita de uva 30 ml,22
3.8,FDX36412,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09859185,330,14,1.8,kéfir de agua de manzana 330 ml,7
4.88,FDX96860,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0275152,10,497,1.2,aceite de copaiba 10 ml,12
2.56,FDX89077,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08290952,100,331,3.6,aceite de jojoba 100 ml,40
4.76,FDX17792,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01405181,25,147,3.2,exfoliante de rostro con arroz amazónico 25 g,12
3.11,FDX30957,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07346282,120,368,1.4,jabón de caléndula 120 g,13
2.55,FDX41736,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08220396,90,363,2.0,jabón saponificado de eucalipto 90 g,13
3.89,FDX18714,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03971329,1,485,1.1,kombucha de kión 1 L,14
3.22,FDX59346,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05899938,20,75,4.4,bálsamo amazónico de noche 20 g,20
4.02,FDX64866,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03996853,90,131,1.1,jabón saponificado de eucalipto 90 g,13
3.5,FDX23739,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06743358,120,215,1.8,jabón de sangre de grado 120 g,13
1.85,FDX17139,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09295562,50,114,4.4,agua de rosas 50 ml,15
4.79,FDX44594,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06462107,11,273,1.5,pulsera de palo santo,15
2.06,FDX67704,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08036002,10,325,1.5,óleo aromático de lavanda 10 ml,20
3.79,FDX71700,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0670094,30,131,1.6,aceite de jojoba 30 ml,20
0.66,FDX34234,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01542845,10,28,2.5,aceite de copaiba 10 ml,12
4.32,FDX36216,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04245336,90,225,3.7,jabón saponificado de eucalipto 90 g,13
3.39,FDX74723,otros,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06986716,75,235,4.9,repelente de hierba luisa 75 ml,16
2.23,FDX78326,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07470249,120,357,2.7,jabón de copaiba y árbol del te 120 g,13
2.11,FDX69944,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02206174,10,438,2.1,óleo aromático de naranja dulce 10 ml,15
4.83,FDX38618,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0719633,10,164,4.3,óleo aromático de hierba luisa 10 ml,15
2.73,FDX41089,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02742838,120,208,4.2,jabón de copaiba y árbol del te 120 g,13
1.1,FDX35564,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03137758,30,144,2.1,aceite de manzanilla 30 ml,30
0.58,FDX64547,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03095114,30,426,1.9,aceite de manzanilla 30 ml,30
1.7,FDX94289,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09078715,50,167,1.5,agua de rosas 50 ml,15
2.2,FDX57542,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07521321,25,465,1.5,exfoliante de rostro con arroz amazónico 25 g,12
3.56,FDX88088,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09466513,90,350,4.8,jabón saponificado de eucalipto 90 g,13
3.76,FDX96134,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04231186,10,201,4.0,óleo aromático de matico 10 ml,15
0.95,FDX17447,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09392857,50,37,3.6,tónico de romero 50 ml,15
4.68,FDX79578,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07906954,120,176,2.0,jabón de arcilla verde 120 g,13
0.76,FDX84275,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01929456,50,225,4.7,agua de rosas 50 ml,15
3.8,FDX57664,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07995925,10,306,2.7,óleo aromático de molle 10 ml,15
3.8,FDX11096,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08028143,50,395,2.4,tónico de romero 50 ml,15
2.18,FDX58555,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03761919,10,78,3.3,óleo aromático de eucalipto 10 ml,15
4.25,FDX79756,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05348931,100,133,4.1,aceite de almendras 100 ml,40
4.79,FDX20104,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09871514,90,414,4.7,jabón saponificado de manzanilla 90 g,13
